0	1619.9996
0.9998364784	1620.0532
1.99967295907	1620.1428
2.99950943562	1620.1151
3.99934591402	1619.9429
4.9991823946	1619.8404
5.99901886973	1619.8856
6.99885535258	1619.8871
7.99869183098	1619.8512
8.99852830862	1619.8397
9.99836478593	1619.842
10.9982012665	1619.8167
11.9980377472	1619.7946
12.9978742256	1619.8547
13.9977107021	1619.8524
14.9975471805	1619.7742
15.9973836611	1619.709
16.9972201418	1619.6932
17.9970566191	1619.6643
18.9968930967	1619.6116
19.9967295751	1619.5838
20.9965660524	1619.5693
21.9964025353	1619.566
22.9962390137	1619.5408
23.9960754921	1619.5217
24.9959119686	1619.522
25.9957484492	1619.4761
26.9955849299	1619.3436
27.9954214083	1619.2878
28.9952578856	1619.2072
29.9950943632	1619.1151
30.9949308416	1619.0358
31.9947673212	1618.9811
32.9946038018	1618.8388
33.9944402802	1618.7141
34.9942767578	1618.6006
35.9941132352	1618.4064
36.993949718	1618.3348
37.9937861964	1618.297
38.9936226748	1618.3656
39.9934591521	1618.3652
40.9932956298	1618.3927
41.9931321104	1618.3911
42.992968591	1618.4161
43.9928050683	1618.3775
44.9926415467	1618.3823
45.9924780244	1618.3653
46.9923145072	1618.3382
47.9921509845	1618.3424
48.9919874629	1618.3278
49.9918239413	1618.4999
50.9916604179	1618.5168
51.9914968984	1618.5972
52.9913333758	1618.6355
53.9911698575	1618.7202
54.9910063348	1618.7889
55.9908428132	1618.9165
56.9906792898	1619.0868
57.9905157737	1619.207
58.990352251	1619.2613
59.9901887294	1619.2982
60.9900252067	1619.3123
61.9898616844	1619.3206
62.989698165	1619.3302
63.9895346456	1619.3407
64.9893711229	1619.3409
65.9892076013	1619.3534
66.9890440797	1619.3664
67.9888805563	1619.3788
68.9887170391	1619.39
69.9885535175	1619.39
70.9883899959	1619.3979
71.9882264733	1619.4
72.9880629509	1619.4
73.9878994337	1619.4
74.9877359121	1619.4004
75.9875723895	1619.4084
76.9874088679	1619.4099
77.9872453455	1619.4099
78.9870818251	1619.4125
79.9869183057	1619.413
80.9867547841	1619.4077
81.9865912625	1619.3945
82.9864277398	1619.3733
83.9862642219	1619.3532
84.9861007003	1619.3311
85.9859371787	1619.3073
86.985773656	1619.2852
87.9856101344	1619.2577
88.9854466143	1619.229
89.9852830916	1619.1977
90.9851195722	1619.1055
91.9849560506	1619.0734
92.984792529	1618.9674
93.9846290078	1618.8637
94.9844654884	1618.7136
95.9843019668	1618.6582
96.9841384452	1618.6303
97.9839749225	1618.6024
98.9838114024	1618.5717
99.9836478808	1618.5762
100.983484361	1618.5658
101.983320839	1618.5693
102.983157317	1618.5785
103.982993797	1618.5774
104.982830274	1618.5717
105.982666755	1618.5684
106.982503233	1618.5644
107.982339712	1618.5705
108.98217619	1618.5847
109.982012671	1618.5974
110.981849147	1618.6097
111.981685628	1618.6239
112.981522105	1618.6378
113.981358585	1618.6454
114.981195063	1618.6567
115.981031541	1618.6352
116.980868021	1618.5632
117.9807045	1618.4884
118.98054098	1618.4146
119.980377457	1618.3612
120.980213938	1618.3666
121.980050416	1618.2958
122.979886894	1618.2479
123.979723373	1618.1894
124.979559852	1618.1721
125.97939633	1618.055
126.979232807	1617.9855
127.979069288	1617.8713
128.978905768	1617.7653
129.978742246	1617.798
130.978578724	1617.8353
131.978415204	1617.8603
132.978251683	1617.8351
133.978088162	1617.8521
134.97792464	1617.8405
135.977761118	1617.8087
136.977597597	1617.7681
137.977434077	1617.7539
138.977270556	1617.8317
139.977107034	1617.9214
140.976943513	1617.9703
141.976779993	1618.0666
142.976616471	1618.0886
143.976452951	1618.0838
144.976289429	1618.105
145.976125906	1618.1928
146.975962385	1618.2223
147.975798863	1618.2684
148.975635345	1618.3534
149.975471822	1618.2494
150.975308301	1618.201
151.975144778	1618.1886
152.974981261	1618.1968
153.974817739	1618.238
154.974654217	1618.24
155.974490694	1618.2391
156.974327173	1618.2407
157.974163653	1618.251
158.974000133	1618.2533
159.973836611	1618.2598
160.973673089	1618.268
161.973509567	1618.276
162.973346046	1618.2917
163.973182527	1618.3118
164.973019005	1618.331
165.972855484	1618.3583
166.972691961	1618.3126
167.972528443	1618.2752
168.972364919	1618.3225
169.9722014	1618.251
170.972037877	1618.1626
171.971874355	1618.1228
172.971710835	1618.119
173.971547313	1618.1204
174.971383793	1618.119
175.971220272	1618.1104
176.97105675	1618.0723
177.970893229	1618.0451
178.970729709	1618.0007
179.970566188	1617.9035
180.970402666	1617.7323
181.970239144	1617.3301
182.970075623	1616.891
183.969912102	1616.8164
184.969748579	1616.795
185.96958506	1616.8109
186.969421538	1616.8857
187.969258018	1616.9656
188.969094495	1617.006
189.968930976	1617.0488
190.968767454	1616.9543
191.968603933	1616.935
192.968440412	1616.8939
193.96827689	1616.8964
194.968113368	1616.9738
195.967949846	1617.0604
196.967786326	1616.8483
197.967622807	1616.8374
198.967459285	1616.8295
199.967295762	1616.8583
200.967132242	1616.9328
201.966968721	1616.9699
202.966805202	1617.0523
203.966641678	1617.0287
204.966478157	1616.9771
205.966314635	1616.8453
206.966151112	1616.812
207.965987595	1616.7791
208.965824073	1616.8127
209.965660551	1616.7339
210.965497028	1616.6852
211.965333509	1616.7039
212.96516999	1616.6113
213.965006468	1616.5251
214.964842945	1616.4579
215.964679423	1616.4357
216.964515904	1616.4056
217.964352384	1616.4358
218.964188862	1616.3936
219.964025339	1616.4238
220.963861818	1616.4295
221.963698298	1616.4482
222.963534778	1616.459
223.963371256	1616.5275
224.963207734	1616.5065
225.963044214	1616.5574
226.96288069	1616.6806
227.962717172	1616.7543
228.962553651	1616.6331
229.962390128	1616.597
230.962226606	1616.5093
231.962063084	1616.4822
232.961899567	1616.4893
233.961736044	1616.5135
234.961572523	1616.5955
235.961408999	1616.726
236.961245481	1616.803
237.96108196	1616.8171
238.960918439	1616.841
239.960754916	1616.8503
240.960591394	1616.8195
241.960427872	1616.8022
242.960264352	1616.8424
243.960100832	1616.8201
244.959937311	1616.8481
245.959773789	1616.8496
246.959610266	1616.8542
247.959446749	1616.8583
248.959283227	1616.8628
249.959119705	1616.8606
250.958956183	1616.8613
251.95879266	1616.8367
252.958629139	1616.8056
253.958465618	1616.8292
254.958302099	1616.8879
255.958138577	1616.8557
256.957975056	1616.8699
257.957811532	1616.8813
258.957648015	1616.8741
259.957484494	1616.8601
260.957320972	1616.8462
261.957157449	1616.8322
262.956993927	1616.8182
263.956830408	1616.8092
264.956666885	1616.8033
265.956503365	1616.8018
266.956339844	1616.7981
267.956176321	1616.7945
268.956012799	1616.822
269.955849282	1616.8632
270.95568576	1616.8364
271.955522238	1616.7462
272.955358716	1616.6782
273.955195193	1616.6328
274.955031676	1616.649
275.954868151	1616.69
276.954704632	1616.6695
277.95454111	1616.6833
278.954377588	1616.7086
279.954214068	1616.7146
280.954050548	1616.7785
281.953887027	1616.8419
282.953723505	1616.895
283.953559981	1616.8745
284.95339646	1616.8976
285.953232943	1616.9216
286.953069421	1616.8703
287.952905898	1616.8265
288.952742377	1616.7646
289.952578854	1616.6768
290.952415334	1616.668
291.952251815	1616.6733
292.952088293	1616.5911
293.951924771	1616.5048
294.95176125	1616.4349
295.951597731	1616.3867
296.951434209	1616.3427
297.951270688	1616.2877
298.951107165	1616.3213
299.950943645	1616.3162
300.950780123	1616.3076
301.950616601	1616.333
302.950453081	1616.3602
303.95028956	1616.3953
304.950126039	1616.389
305.949962517	1616.403
306.949798997	1616.3876
307.949635476	1616.3939
308.949471954	1616.3795
309.949308433	1616.4219
310.949144911	1616.3666
311.94898139	1616.3749
312.94881787	1616.3781
313.948654348	1616.4017
314.948490828	1616.4177
315.948327306	1616.4176
316.948163787	1616.465
317.948000264	1616.4989
318.947836742	1616.5899
319.947673222	1616.5775
320.947509699	1616.5842
321.947346178	1616.5902
322.947182655	1616.6054
323.947019137	1616.6041
324.946855616	1616.615
325.946692094	1616.6228
326.946528571	1616.6307
327.946365053	1616.6484
328.94620153	1616.6587
329.94603801	1616.7005
330.945874488	1616.6977
331.945710966	1616.695
332.945547447	1616.7062
333.945383922	1616.7651
334.945220404	1616.8091
335.945056882	1616.8128
336.944893361	1616.7928
337.944729838	1616.8489
338.944566318	1616.8544
339.944402798	1616.8292
340.944239277	1616.7575
341.944075754	1616.7504
342.943912233	1616.7417
